Количество,rank,Частота,rank,Абсолютная стоимость,rank,Относительная стоимость,rank,total_score
2,537,0.00014705882352941175,468,0.0,240,0.0,212,1457
2,536,0.00017156862745098037,514,636.2153344208809,700,98.21914083741163,723,2473
2,535,0.0001388888888888889,454,0.0,258,0.0,210,1457
2,534,0.000196078431372549,540,163.1321370309951,438,27.188689505165847,530,2042
2,533,0.00023529411764705883,586,530.1794453507341,671,106.03588907014682,733,2523
2,532,0.00023529411764705883,589,0.0,267,0.0,199,1587
2,531,0.0002647058823529412,612,0.0,263,0.0,264,1670
2,530,0.00021568627450980395,569,0.0,132,0.0,171,1402
2,529,0.00023529411764705883,585,0.0,133,0.0,167,1414
2,528,0.00021568627450980395,571,473.0831973898858,649,89.7226753670473,708,2456
2,527,6.703536115300821e-05,239,191.68026101141925,464,7.09926892634886,368,1598
2,526,0.0002941176470588235,632,391.5171288743883,596,97.87928221859707,721,2475
2,525,0.0001911764705882353,526,187.60195758564439,455,23.450244698205548,498,2004
2,524,0.00014705882352941175,471,0.0,316,0.0,273,1584
2,523,0.0001323529411764706,450,456.7699836867863,646,50.36704730831974,631,2250
2,522,0.00014285714285714287,458,579.1190864600326,686,71.19552551852715,671,2337
2,521,0.0002647058823529412,611,0.0,51,0.0,14,1197
2,520,0.00023529411764705883,592,358.8907014681892,588,71.77814029363785,675,2375
2,519,9.269162210338681e-05,316,0.0,92,0.0,4,931
2,518,0.00010084033613445378,365,0.0,90,0.0,2,975
2,517,0.00014705882352941175,481,603.5889070146819,694,75.44861337683524,682,2374
2,516,8.823529411764705e-05,314,0.0,76,0.0,29,935
2,515,0.000588235294117647,709,456.7699836867863,644,228.38499184339315,775,2643
2,514,0.00023529411764705883,583,0.0,160,0.0,128,1385
2,513,0.00016666666666666666,506,0.0,23,0.0,135,1177
2,512,0.000196078431372549,544,636.2153344208809,701,106.03588907014682,731,2488
2,511,0.00024509803921568627,598,0.0,45,0.0,172,1326
2,510,0.00014705882352941175,473,0.0,40,0.0,165,1188
2,509,9.80392156862745e-05,362,0.0,38,0.0,162,1071
2,508,0.0001323529411764706,451,0.0,36,0.0,160,1155
2,507,0.00011077158135981665,371,101.95758564437195,384,10.990233257769962,385,1647
2,506,0.00011883541295306001,434,721.9497553017944,709,70.5751940283751,668,2317
2,505,0.00012254901960784314,437,717.7814029363784,708,76.80804785209352,684,2334
2,504,7.352941176470588e-05,269,440.4567699836868,623,27.528548123980425,537,1933
2,503,0.00012254901960784314,438,187.60195758564439,458,23.450244698205548,496,1895
2,502,0.00014860681114551083,496,383.3605220228385,593,20.176869580149393,465,2056
2,501,0.00014705882352941175,490,0.0,62,0.0,77,1130
2,500,0.00023529411764705883,590,358.8907014681892,589,71.77814029363785,676,2355
2,499,0.00014705882352941175,477,163.1321370309951,426,20.391517128874387,469,1871
2,498,0.00023529411764705883,593,0.0,326,0.0,282,1699
2,497,0.00021568627450980395,568,0.0,110,0.0,106,1281
2,496,0.00014705882352941175,469,489.3964110929853,657,40.783034257748774,597,2219
2,495,0.0001911764705882353,525,489.3964110929853,653,61.174551386623165,649,2322
2,494,0.00012418300653594771,440,146.8189233278956,405,16.31321370309951,442,1781
2,493,7.352941176470588e-05,246,440.4567699836868,629,27.528548123980425,538,1906
2,492,0.000196078431372549,548,505.7096247960848,668,84.28493746601413,699,2407
2,491,0.00023529411764705883,580,0.0,116,0.0,93,1280
2,490,0.00011883541295306001,432,220.2283849918434,487,22.162901445120042,482,1891
2,489,7.575757575757576e-05,273,36.7047308319739,355,1.6683968559988136,348,1465
2,488,0.00014438502673796793,459,309.9510603588907,573,61.99021207177814,651,2171
2,487,0.00014939309056956115,498,0.0,303,0.0,51,1339
2,486,0.000130718954248366,448,0.0,180,0.0,123,1237
2,485,7.598039215686274e-05,275,0.0,185,0.0,118,1063
2,484,0.00010784313725490197,370,440.4567699836868,622,40.783034257748774,600,2076
2,483,0.00021568627450980395,567,0.0,98,0.0,54,1202
2,482,0.00017379679144385028,516,0.0,188,0.0,114,1300
2,481,0.000588235294117647,711,78.30342577487765,375,39.151712887438826,587,2154
2,480,0.00021568627450980395,570,844.2088091353996,721,149.80967917346382,753,2524
2,479,0.00011764705882352942,384,163.1321370309951,419,16.31321370309951,436,1718
2,478,0.000130718954248366,447,0.0,1,0.0,1,927
2,477,0.00024509803921568627,599,0.0,137,0.0,131,1344
2,476,0.0001270053475935829,443,477.2515497553018,651,43.386504523209254,610,2180
2,475,9.80392156862745e-05,323,0.0,157,0.0,75,1030
2,474,0.000196078431372549,547,407.8303425774878,606,67.97172376291462,657,2284
2,473,0.000196078431372549,537,326.2642740619902,581,54.377379010331694,640,2231
2,472,7.352941176470588e-05,261,440.4567699836868,627,27.528548123980425,536,1896
2,471,7.661888284725654e-05,276,407.8303425774878,616,29.130738755534836,547,1910
2,470,0.00014705882352941175,487,0.0,150,0.0,68,1175
2,469,0.000196078431372549,541,0.0,93,0.0,300,1403
2,468,0.000130718954248366,445,0.0,75,0.0,303,1291
2,467,0.00020168067226890757,554,391.5171288743883,597,72.71032393381496,677,2295
2,466,0.000196078431372549,546,0.0,227,0.0,257,1496
2,465,0.0001711229946524064,512,244.69820554649266,506,22.245291413317513,483,1966
2,464,6.703536115300821e-05,238,517.9445350734095,670,32.19652077727119,555,1927
2,463,0.00011877828054298643,431,407.8303425774878,608,31.371564813652906,551,2053
2,462,0.00023529411764705883,587,0.0,193,0.0,18,1260
2,461,0.00016806722689075628,509,293.6378466557912,549,41.94826380797017,604,2123
2,460,0.0001330532212885154,452,97.87928221859707,380,13.982754602656723,420,1712
