Количество,rank,Частота,rank,Абсолютная стоимость,rank,Относительная стоимость,rank,total_score
2,459,0.00011883541295306001,433,220.2283849918434,488,22.162901445120042,481,1861
2,458,0.000588235294117647,713,78.30342577487765,374,39.151712887438826,588,2133
2,457,7.598039215686274e-05,274,0.0,249,0.0,248,1228
2,456,0.00014860681114551083,497,0.0,167,0.0,82,1202
2,455,0.000196078431372549,545,489.3964110929853,660,67.97172376291462,658,2318
2,454,0.00015756302521008402,504,285.48123980424145,541,35.68515497553018,572,2071
2,453,0.00020168067226890757,555,701.468189233279,706,116.9890468422279,735,2449
2,452,0.00011764705882352942,418,163.1321370309951,449,16.31321370309951,447,1766
2,451,7.352941176470588e-05,250,440.4567699836868,621,27.528548123980425,539,1861
2,450,7.352941176470588e-05,245,440.4567699836868,624,27.528548123980425,540,1859
2,449,0.00015151515151515152,501,97.87928221859707,382,8.898116565327006,376,1708
2,448,0.00012418300653594771,439,146.8189233278956,404,16.31321370309951,432,1723
2,447,8.446455505279035e-05,312,0.0,28,0.0,46,833
2,446,0.00023284313725490196,578,0.0,255,0.0,243,1522
2,445,0.00010582010582010581,368,191.68026101141925,461,7.09926892634886,363,1637
2,444,0.00023529411764705883,588,122.34910277324633,391,24.469820554649267,506,1929
2,443,0.00011764705882352942,408,163.1321370309951,434,16.31321370309951,431,1716
2,442,0.00020168067226890757,553,195.75856443719414,470,27.965509205313445,544,2009
2,441,0.000196078431372549,549,815.6606851549756,716,135.94344752582924,745,2451
2,440,9.549274255156608e-05,318,407.8303425774878,605,37.07548568886253,576,1939
2,439,0.00016884531590413942,511,191.68026101141925,462,7.09926892634886,366,1778
2,438,0.00021241830065359476,565,0.0,311,0.0,232,1546
2,437,0.00016806722689075628,510,0.0,183,0.0,20,1150
2,436,0.00023529411764705883,582,244.69820554649266,501,48.939641109298535,625,2144
2,435,0.000130718954248366,446,0.0,148,0.0,5,1034
2,434,0.00015151515151515152,502,603.5889070146819,693,82.06040832468238,696,2325
2,433,0.00011764705882352942,375,163.1321370309951,447,16.31321370309951,444,1699
2,432,0.00011764705882352942,380,473.0831973898858,648,47.30831973898858,621,2081
2,431,9.80392156862745e-05,319,546.4926590538336,676,43.95504803335145,614,2040
2,430,0.00011764705882352942,429,163.1321370309951,445,16.31321370309951,441,1745
2,429,6.350267379679145e-05,203,587.2756933115824,687,31.69954026397746,554,1873
2,428,0.00014705882352941175,461,0.0,141,0.0,43,1073
2,427,0.00017156862745098037,513,0.0,109,0.0,37,1086
1,426,4.524886877828054e-05,83,0.0,331,0.0,301,1141
1,425,4.524886877828054e-05,102,326.2642740619902,582,25.097251850922323,517,1626
1,424,7.352941176470588e-05,248,0.0,321,0.0,268,1261
1,423,0.00014705882352941175,483,195.75856443719414,471,48.939641109298535,628,2005
1,422,5.882352941176471e-05,180,0.0,279,0.0,217,1098
1,421,9.80392156862745e-05,336,0.0,335,0.0,299,1391
1,420,4.524886877828054e-05,97,326.2642740619902,579,25.097251850922323,516,1612
1,419,5.347593582887701e-05,160,407.8303425774878,601,37.07548568886253,579,1759
1,418,2.8011204481792714e-05,25,448.6133768352365,637,21.362541754058885,472,1552
1,417,5.347593582887701e-05,152,0.0,306,0.0,332,1207
1,416,7.352941176470588e-05,270,0.0,226,0.0,205,1117
1,415,9.80392156862745e-05,353,489.3964110929853,664,81.56606851549755,692,2124
1,414,8.403361344537814e-05,307,0.0,325,0.0,323,1369
1,413,7.352941176470588e-05,251,195.75856443719414,472,24.469820554649267,504,1640
1,412,0.00011764705882352942,379,0.0,223,0.0,240,1254
1,411,5.347593582887701e-05,167,0.0,278,0.0,324,1180
1,410,4.524886877828054e-05,96,163.1321370309951,429,12.548625925461161,387,1322
1,409,7.352941176470588e-05,247,187.60195758564439,456,23.450244698205548,497,1609
1,408,5.347593582887701e-05,141,244.69820554649266,499,22.245291413317513,488,1536
1,407,8.403361344537814e-05,283,0.0,339,0.0,270,1299
1,406,0.000196078431372549,534,0.0,60,0.0,73,1073
1,405,5.347593582887701e-05,174,0.0,203,0.0,197,979
1,404,5.882352941176471e-05,182,0.0,201,0.0,198,985
1,403,7.352941176470588e-05,263,0.0,222,0.0,338,1226
1,402,4.524886877828054e-05,81,163.1321370309951,437,12.548625925461161,393,1313
1,401,3.9215686274509805e-05,63,0.0,220,0.0,310,994
1,400,5.347593582887701e-05,146,0.0,57,0.0,70,673
1,399,6.5359477124183e-05,222,0.0,277,0.0,305,1203
1,398,8.403361344537814e-05,277,407.8303425774878,600,58.26147751106967,646,1921
1,397,2.6737967914438505e-05,16,36.7047308319739,359,1.6683968559988136,353,1125
1,396,0.0002941176470588235,627,0.0,58,0.0,71,1152
1,395,4.524886877828054e-05,113,0.0,280,0.0,280,1068
1,394,5.347593582887701e-05,161,0.0,336,0.0,279,1170
1,393,0.00011764705882352942,430,0.0,219,0.0,214,1256
1,392,0.00011764705882352942,385,0.0,319,0.0,306,1402
1,391,0.00011764705882352942,399,171.28874388254485,452,34.257748776508976,558,1800
1,390,0.000196078431372549,538,0.0,338,0.0,275,1541
1,389,0.00011764705882352942,381,0.0,59,0.0,72,901
1,388,2.6737967914438505e-05,17,36.7047308319739,351,1.6683968559988136,352,1108
1,387,0.000196078431372549,539,0.0,233,0.0,211,1370
1,386,0.00011764705882352942,395,0.0,323,0.0,272,1376
1,385,4.524886877828054e-05,112,163.1321370309951,427,12.548625925461161,391,1315
1,384,6.5359477124183e-05,236,0.0,332,0.0,271,1223
1,383,0.00011764705882352942,386,228.38499184339315,491,45.67699836867863,619,1879
1,382,8.403361344537814e-05,291,0.0,307,0.0,341,1321
1,381,4.901960784313725e-05,123,448.6133768352365,638,37.38444806960304,583,1725
1,380,7.352941176470588e-05,258,195.75856443719414,473,24.469820554649267,514,1625
1,379,5.882352941176471e-05,200,244.69820554649266,514,24.469820554649267,515,1608
1,378,5.347593582887701e-05,157,0.0,282,0.0,62,879
1,377,0.00011764705882352942,396,0.0,297,0.0,61,1131
1,376,8.403361344537814e-05,281,65.25285481239804,366,9.321836401771147,378,1401
1,375,2.6737967914438505e-05,23,293.6378466557912,545,13.347174847990509,409,1352
1,374,5.347593582887701e-05,173,0.0,328,0.0,313,1188
1,373,3.26797385620915e-05,49,301.79445350734096,571,16.766358528185606,449,1442
1,372,2.8011204481792714e-05,26,448.6133768352365,640,21.362541754058885,473,1511
1,371,5.347593582887701e-05,147,114.19249592169658,389,10.381135992881507,382,1289
1,370,8.403361344537814e-05,304,301.79445350734096,572,43.11349335819156,607,1853
1,369,4.524886877828054e-05,106,0.0,305,0.0,337,1117
1,368,3.9215686274509805e-05,61,0.0,310,0.0,64,803
1,367,0.00011764705882352942,400,0.0,309,0.0,55,1131
1,366,4.524886877828054e-05,99,163.1321370309951,412,12.548625925461161,392,1269
1,365,9.80392156862745e-05,354,0.0,294,0.0,311,1324
1,364,5.347593582887701e-05,151,407.8303425774878,604,37.07548568886253,581,1700
1,363,4.524886877828054e-05,108,163.1321370309951,417,12.548625925461161,400,1288
1,362,2.1786492374727668e-05,6,191.68026101141925,460,7.09926892634886,364,1192
1,361,0.00011764705882352942,392,0.0,291,0.0,308,1352
1,360,7.352941176470588e-05,259,0.0,70,0.0,85,774
1,359,0.00011764705882352942,394,65.25285481239804,370,13.05057096247961,407,1530
1,358,4.201680672268907e-05,76,489.3964110929853,662,34.95688650664181,566,1662
1,357,8.403361344537814e-05,294,301.79445350734096,566,43.11349335819156,606,1823
1,356,0.00011764705882352942,393,0.0,285,0.0,339,1373
1,355,2.6737967914438505e-05,20,293.6378466557912,558,13.347174847990509,418,1351
1,354,5.347593582887701e-05,140,269.16802610114195,527,24.469820554649267,509,1530
1,353,9.80392156862745e-05,355,163.1321370309951,413,27.188689505165847,528,1649
1,352,4.524886877828054e-05,79,0.0,327,0.0,322,1080
1,351,3.26797385620915e-05,38,301.79445350734096,564,16.766358528185606,453,1406
1,350,9.80392156862745e-05,352,0.0,330,0.0,320,1352
1,349,6.5359477124183e-05,221,212.07177814029365,484,23.56353090447707,500,1554
1,348,0.00011764705882352942,397,456.7699836867863,643,91.35399673735726,711,2099
1,347,0.00014705882352941175,464,138.66231647634584,402,34.66557911908646,559,1772
1,346,5.347593582887701e-05,175,244.69820554649266,494,22.245291413317513,487,1502
1,345,8.403361344537814e-05,286,0.0,290,0.0,289,1210
1,344,7.352941176470588e-05,256,285.48123980424145,544,35.68515497553018,571,1715
1,343,5.347593582887701e-05,145,0.0,295,0.0,287,1070
1,342,3.26797385620915e-05,44,301.79445350734096,570,16.766358528185606,448,1404
1,341,8.403361344537814e-05,311,244.69820554649266,497,34.95688650664181,569,1718
1,340,5.882352941176471e-05,194,24.469820554649267,343,2.4469820554649266,356,1233
1,339,4.901960784313725e-05,119,0.0,341,0.0,318,1117
1,338,3.676470588235294e-05,57,293.6378466557912,556,18.35236541598695,454,1405
1,337,8.403361344537814e-05,287,0.0,333,0.0,314,1271
1,336,4.901960784313725e-05,121,0.0,340,0.0,315,1112
1,335,4.901960784313725e-05,137,114.19249592169658,388,9.516041326808047,381,1241
1,334,8.403361344537814e-05,297,0.0,228,0.0,335,1194
1,333,5.347593582887701e-05,171,244.69820554649266,508,22.245291413317513,484,1496
1,332,3.9215686274509805e-05,67,0.0,337,0.0,222,958
1,331,8.403361344537814e-05,300,97.87928221859707,381,13.982754602656723,419,1431
1,330,7.352941176470588e-05,271,0.0,225,0.0,261,1087
1,329,5.882352941176471e-05,179,0.0,324,0.0,229,1061
1,328,3.26797385620915e-05,48,285.48123980424145,536,15.860068878013411,429,1341
1,327,5.882352941176471e-05,190,0.0,235,0.0,249,1001
1,326,4.524886877828054e-05,80,163.1321370309951,436,12.548625925461161,397,1239
1,325,7.352941176470588e-05,254,0.0,286,0.0,241,1106
1,324,7.352941176470588e-05,267,0.0,218,0.0,246,1055
1,323,4.901960784313725e-05,139,0.0,205,0.0,245,912
1,322,0.00011764705882352942,406,0.0,221,0.0,251,1200
1,321,8.403361344537814e-05,284,0.0,232,0.0,242,1079
1,320,7.352941176470588e-05,262,220.2283849918434,489,27.528548123980425,541,1612
1,319,5.882352941176471e-05,202,0.0,213,0.0,219,953
1,318,0.00014705882352941175,493,309.9510603588907,577,77.48776508972267,686,2074
1,317,4.524886877828054e-05,105,0.0,261,0.0,207,890
1,316,9.80392156862745e-05,330,570.9624796084829,681,95.16041326808048,718,2045
1,315,2.6737967914438505e-05,8,36.7047308319739,353,1.6683968559988136,345,1021
1,314,7.352941176470588e-05,260,0.0,234,0.0,258,1066
1,313,0.0002941176470588235,630,0.0,242,0.0,191,1376
1,312,4.524886877828054e-05,114,163.1321370309951,423,12.548625925461161,404,1253
1,311,3.460207612456747e-05,50,0.0,246,0.0,189,796
1,310,0.00011764705882352942,404,0.0,248,0.0,188,1150
1,309,3.26797385620915e-05,40,293.6378466557912,554,16.31321370309951,433,1336
1,308,4.901960784313725e-05,136,0.0,317,0.0,255,1016
1,307,4.524886877828054e-05,87,293.6378466557912,562,22.587526665830094,491,1447
1,306,0.0002941176470588235,628,238.6257748776509,493,119.31288743882546,737,2164
1,305,2.6737967914438505e-05,24,293.6378466557912,561,13.347174847990509,413,1303
1,304,0.00011764705882352942,388,0.0,300,0.0,238,1230
1,303,5.882352941176471e-05,195,0.0,301,0.0,237,1036
1,302,0.00011764705882352942,390,0.0,302,0.0,236,1230
1,301,6.5359477124183e-05,232,0.0,304,0.0,235,1072
1,300,3.26797385620915e-05,42,285.48123980424145,535,15.860068878013411,425,1302
1,299,3.9215686274509805e-05,65,0.0,313,0.0,234,911
1,298,2.6737967914438505e-05,21,293.6378466557912,547,13.347174847990509,414,1280
1,297,3.26797385620915e-05,41,285.48123980424145,538,15.860068878013411,426,1302
1,296,5.882352941176471e-05,197,24.469820554649267,344,2.4469820554649266,359,1196
1,295,4.901960784313725e-05,120,0.0,308,0.0,233,956
1,294,5.882352941176471e-05,192,244.69820554649266,498,24.469820554649267,507,1491
1,293,5.347593582887701e-05,166,244.69820554649266,515,22.245291413317513,485,1459
1,292,0.000196078431372549,543,163.1321370309951,442,54.377379010331694,638,1915
1,291,9.80392156862745e-05,324,0.0,287,0.0,239,1141
1,290,7.352941176470588e-05,241,570.9624796084829,685,71.37030995106036,673,1889
1,289,4.524886877828054e-05,90,0.0,283,0.0,230,892
1,288,4.201680672268907e-05,74,489.3964110929853,659,34.95688650664181,564,1585
1,287,5.882352941176471e-05,188,0.0,284,0.0,227,986
1,286,3.9215686274509805e-05,66,0.0,334,0.0,221,907
1,285,6.5359477124183e-05,215,0.0,292,0.0,226,1018
1,284,9.80392156862745e-05,320,0.0,293,0.0,225,1122
1,283,5.347593582887701e-05,172,0.0,314,0.0,224,993
1,282,7.352941176470588e-05,272,187.60195758564439,454,23.450244698205548,495,1503
1,281,6.5359477124183e-05,206,0.0,322,0.0,259,1068
1,280,7.352941176470588e-05,268,0.0,216,0.0,256,1020
1,279,0.00011764705882352942,391,0.0,250,0.0,185,1105
1,278,4.901960784313725e-05,131,0.0,253,0.0,184,846
1,277,9.80392156862745e-05,342,489.3964110929853,661,81.56606851549755,690,1970
1,276,6.5359477124183e-05,219,212.07177814029365,483,23.56353090447707,502,1480
1,275,5.347593582887701e-05,162,0.0,259,0.0,194,890
1,274,4.524886877828054e-05,109,0.0,273,0.0,192,848
1,273,0.00011764705882352942,412,285.48123980424145,542,57.09624796084829,643,1870
1,272,0.0002941176470588235,626,89.7226753670473,378,44.86133768352365,617,1893
1,271,6.5359477124183e-05,207,0.0,212,0.0,319,1009
1,270,0.00011764705882352942,426,326.2642740619902,578,65.25285481239804,653,1927
1,269,8.403361344537814e-05,305,0.0,210,0.0,326,1110
1,268,3.0959752321981425e-05,34,0.0,209,0.0,317,828
1,267,2.8011204481792714e-05,27,448.6133768352365,639,21.362541754058885,474,1407
1,266,5.347593582887701e-05,164,0.0,239,0.0,187,856
1,265,5.347593582887701e-05,159,407.8303425774878,609,37.07548568886253,578,1611
1,264,4.901960784313725e-05,133,195.75856443719414,469,16.31321370309951,435,1301
1,263,5.347593582887701e-05,165,0.0,238,0.0,186,852
1,262,4.201680672268907e-05,77,489.3964110929853,656,34.95688650664181,561,1556
1,261,3.9215686274509805e-05,62,0.0,202,0.0,309,834
1,260,5.347593582887701e-05,170,0.0,237,0.0,183,850
1,259,3.0959752321981425e-05,37,0.0,207,0.0,316,819
1,258,4.524886877828054e-05,92,293.6378466557912,557,22.587526665830094,490,1397
1,257,4.524886877828054e-05,86,0.0,214,0.0,182,739
1,256,9.80392156862745e-05,350,244.69820554649266,513,40.783034257748774,599,1718
1,255,0.00014705882352941175,495,122.34910277324633,394,30.587275693311582,550,1694
1,254,3.460207612456747e-05,52,0.0,208,0.0,195,709
1,253,5.882352941176471e-05,181,244.69820554649266,518,24.469820554649267,508,1460
1,252,9.80392156862745e-05,347,0.0,260,0.0,325,1184
1,251,9.80392156862745e-05,344,0.0,264,0.0,277,1136
1,250,0.00014705882352941175,467,0.0,265,0.0,262,1244
1,249,5.347593582887701e-05,163,269.16802610114195,525,24.469820554649267,511,1448
1,248,0.00011764705882352942,389,0.0,215,0.0,254,1106
1,247,5.882352941176471e-05,196,244.69820554649266,516,24.469820554649267,513,1472
1,246,5.882352941176471e-05,198,0.0,266,0.0,253,963
1,245,4.524886877828054e-05,88,0.0,254,0.0,180,767
1,244,9.80392156862745e-05,364,0.0,274,0.0,252,1134
1,243,0.00011764705882352942,427,0.0,251,0.0,178,1099
1,242,2.6737967914438505e-05,19,293.6378466557912,552,13.347174847990509,415,1228
1,241,4.524886877828054e-05,100,163.1321370309951,425,12.548625925461161,398,1164
1,240,0.0002941176470588235,631,89.7226753670473,377,44.86133768352365,616,1864
1,239,2.6737967914438505e-05,14,293.6378466557912,553,13.347174847990509,416,1222
1,238,9.80392156862745e-05,360,0.0,257,0.0,250,1105
1,237,5.347593582887701e-05,169,0.0,244,0.0,215,865
1,236,5.347593582887701e-05,168,114.19249592169658,390,10.381135992881507,383,1177
1,235,4.524886877828054e-05,103,163.1321370309951,432,12.548625925461161,403,1173
1,234,6.5359477124183e-05,231,0.0,241,0.0,213,919
1,233,9.80392156862745e-05,338,326.2642740619902,580,54.377379010331694,637,1788
1,232,4.901960784313725e-05,126,0.0,230,0.0,247,835
1,231,0.00014705882352941175,474,65.25285481239804,367,16.31321370309951,440,1512
1,230,9.80392156862745e-05,358,277.3246329526917,528,46.22077215878195,620,1736
1,229,8.403361344537814e-05,306,0.0,271,0.0,203,1009
1,228,6.5359477124183e-05,227,0.0,270,0.0,202,927
1,227,3.0959752321981425e-05,30,0.0,269,0.0,201,727
1,226,4.901960784313725e-05,130,0.0,268,0.0,200,824
1,225,4.201680672268907e-05,75,489.3964110929853,663,34.95688650664181,568,1531
1,224,3.26797385620915e-05,43,285.48123980424145,543,15.860068878013411,428,1238
1,223,5.882352941176471e-05,187,163.1321370309951,420,16.31321370309951,443,1273
1,222,4.524886877828054e-05,82,0.0,179,0.0,125,608
1,221,0.00011764705882352942,401,0.0,168,0.0,83,873
1,220,5.882352941176471e-05,189,0.0,186,0.0,116,711
1,219,4.901960784313725e-05,124,244.69820554649266,510,20.391517128874387,470,1323
1,218,6.5359477124183e-05,204,0.0,166,0.0,81,669
1,217,6.5359477124183e-05,213,0.0,165,0.0,80,675
1,216,0.00014705882352941175,470,0.0,184,0.0,121,991
1,215,4.901960784313725e-05,135,244.69820554649266,504,20.391517128874387,471,1325
1,214,4.901960784313725e-05,132,448.6133768352365,635,37.38444806960304,584,1565
1,213,4.201680672268907e-05,69,0.0,181,0.0,122,585
1,212,8.403361344537814e-05,289,0.0,164,0.0,79,744
1,211,4.901960784313725e-05,125,0.0,163,0.0,78,577
1,210,5.882352941176471e-05,199,24.469820554649267,346,2.4469820554649266,355,1110
1,209,9.80392156862745e-05,363,0.0,73,0.0,76,721
1,208,4.201680672268907e-05,71,407.8303425774878,611,29.130738755534836,546,1436
1,207,0.00011764705882352942,425,65.25285481239804,368,13.05057096247961,408,1408
1,206,4.524886877828054e-05,89,0.0,175,0.0,129,599
1,205,4.524886877828054e-05,91,407.8303425774878,610,31.371564813652906,553,1459
1,204,6.5359477124183e-05,214,0.0,149,0.0,110,677
1,203,3.0959752321981425e-05,35,383.3605220228385,595,20.176869580149393,466,1299
1,202,6.5359477124183e-05,211,244.69820554649266,507,27.188689505165847,522,1442
1,201,0.00011764705882352942,419,0.0,147,0.0,98,865
1,200,6.5359477124183e-05,209,0.0,146,0.0,90,645
1,199,0.00014705882352941175,465,0.0,155,0.0,74,893
1,198,9.80392156862745e-05,334,163.1321370309951,416,27.188689505165847,523,1471
1,197,5.347593582887701e-05,142,0.0,169,0.0,84,592
1,196,5.882352941176471e-05,185,24.469820554649267,347,2.4469820554649266,357,1085
1,195,7.352941176470588e-05,244,0.0,117,0.0,92,648
1,194,2.1786492374727668e-05,2,191.68026101141925,467,7.09926892634886,371,1034
1,193,9.80392156862745e-05,340,244.69820554649266,500,40.783034257748774,601,1634
1,192,3.0959752321981425e-05,32,0.0,154,0.0,119,497
1,191,4.524886877828054e-05,116,0.0,41,0.0,52,400
1,190,2.1786492374727668e-05,5,191.68026101141925,459,7.09926892634886,365,1019
1,189,9.80392156862745e-05,331,0.0,152,0.0,117,789
1,188,4.524886877828054e-05,95,163.1321370309951,418,12.548625925461161,405,1106
1,187,7.352941176470588e-05,253,0.0,151,0.0,115,706
1,186,2.6737967914438505e-05,10,36.7047308319739,349,1.6683968559988136,343,888
1,185,2.6737967914438505e-05,18,293.6378466557912,563,13.347174847990509,417,1183
1,184,9.80392156862745e-05,346,163.1321370309951,444,27.188689505165847,529,1503
1,183,2.6737967914438505e-05,12,36.7047308319739,348,1.6683968559988136,346,889
1,182,0.00014705882352941175,491,0.0,196,0.0,113,982
1,181,6.5359477124183e-05,230,48.939641109298535,360,5.43773790103317,360,1131
1,180,3.9215686274509805e-05,64,0.0,39,0.0,50,333
1,179,9.80392156862745e-05,359,570.9624796084829,682,95.16041326808048,717,1937
1,178,0.00011764705882352942,409,0.0,194,0.0,328,1109
1,177,8.403361344537814e-05,279,130.50570962479608,397,18.643672803542295,460,1313
1,176,5.882352941176471e-05,178,293.6378466557912,560,29.363784665579118,548,1462
1,175,2.8011204481792714e-05,28,448.6133768352365,641,21.362541754058885,475,1319
1,174,6.5359477124183e-05,224,244.69820554649266,505,27.188689505165847,534,1437
1,173,7.352941176470588e-05,266,0.0,191,0.0,112,742
1,172,0.00014705882352941175,476,97.87928221859707,383,24.469820554649267,505,1536
1,171,5.347593582887701e-05,143,0.0,27,0.0,66,407
1,170,3.26797385620915e-05,47,285.48123980424145,534,15.860068878013411,427,1178
1,169,9.80392156862745e-05,327,0.0,118,0.0,91,705
1,168,5.347593582887701e-05,153,0.0,153,0.0,69,543
1,167,5.347593582887701e-05,150,440.71406199021203,633,40.06491472638291,592,1542
1,166,6.5359477124183e-05,205,0.0,125,0.0,137,633
1,165,0.00014705882352941175,484,570.9624796084829,683,142.74061990212073,748,2080
1,164,9.80392156862745e-05,329,448.6133768352365,636,74.76889613920608,679,1808
1,163,8.403361344537814e-05,295,301.79445350734096,569,43.11349335819156,608,1635
1,162,0.00014705882352941175,475,73.4094616639478,371,18.35236541598695,458,1466
1,161,6.5359477124183e-05,212,212.07177814029365,482,23.56353090447707,501,1356
1,160,6.5359477124183e-05,237,0.0,131,0.0,173,701
1,159,8.403361344537814e-05,290,0.0,130,0.0,155,734
1,158,0.00014705882352941175,480,0.0,129,0.0,154,921
1,157,0.00011764705882352942,387,0.0,128,0.0,142,814
1,156,3.676470588235294e-05,56,293.6378466557912,551,18.35236541598695,455,1218
1,155,9.80392156862745e-05,322,407.8303425774878,619,67.97172376291462,660,1756
1,154,5.347593582887701e-05,148,244.69820554649266,512,22.245291413317513,486,1300
1,153,0.00011764705882352942,417,0.0,177,0.0,9,756
1,152,8.403361344537814e-05,282,0.0,53,0.0,140,627
1,151,9.80392156862745e-05,326,0.0,121,0.0,39,637
1,150,9.80392156862745e-05,321,0.0,103,0.0,35,609
1,149,5.347593582887701e-05,156,0.0,102,0.0,34,441
1,148,3.460207612456747e-05,53,0.0,101,0.0,42,344
1,147,0.00011764705882352942,398,0.0,126,0.0,144,815
1,146,3.460207612456747e-05,51,0.0,123,0.0,31,351
1,145,4.901960784313725e-05,128,0.0,124,0.0,30,427
1,144,9.80392156862745e-05,335,0.0,144,0.0,26,649
1,143,3.26797385620915e-05,39,301.79445350734096,567,16.766358528185606,450,1199
1,142,6.5359477124183e-05,220,0.0,135,0.0,89,586
1,141,0.00011764705882352942,402,0.0,136,0.0,166,845
1,140,5.882352941176471e-05,183,163.1321370309951,424,16.31321370309951,445,1192
1,139,8.403361344537814e-05,301,0.0,114,0.0,95,649
1,138,0.00011764705882352942,405,65.25285481239804,363,13.05057096247961,406,1312
1,137,9.80392156862745e-05,328,0.0,171,0.0,45,681
1,136,0.00011764705882352942,378,261.01141924959217,523,52.20228384991844,634,1671
1,135,4.524886877828054e-05,84,163.1321370309951,441,12.548625925461161,395,1055
1,134,0.00011764705882352942,376,0.0,111,0.0,96,717
1,133,6.5359477124183e-05,235,0.0,173,0.0,44,585
1,132,3.676470588235294e-05,55,0.0,108,0.0,97,392
1,131,0.00011764705882352942,382,0.0,107,0.0,108,728
1,130,5.882352941176471e-05,176,0.0,106,0.0,100,512
1,129,5.347593582887701e-05,154,0.0,174,0.0,19,476
1,128,0.00014705882352941175,478,0.0,105,0.0,103,814
1,127,5.347593582887701e-05,155,0.0,104,0.0,104,490
1,126,0.00011764705882352942,407,0.0,192,0.0,17,742
1,125,9.80392156862745e-05,332,163.1321370309951,440,27.188689505165847,526,1423
1,124,9.80392156862745e-05,333,0.0,190,0.0,16,663
1,123,5.882352941176471e-05,201,0.0,122,0.0,107,553
1,122,2.6737967914438505e-05,22,293.6378466557912,555,13.347174847990509,412,1111
1,121,5.882352941176471e-05,177,0.0,189,0.0,15,502
1,120,5.347593582887701e-05,149,0.0,145,0.0,109,523
1,119,8.403361344537814e-05,310,0.0,187,0.0,13,629
1,118,8.403361344537814e-05,292,154.97553017944534,407,22.139361454206476,477,1294
1,117,2.8011204481792714e-05,29,448.6133768352365,634,21.362541754058885,476,1256
1,116,2.1786492374727668e-05,7,191.68026101141925,468,7.09926892634886,362,953
1,115,4.901960784313725e-05,118,0.0,140,0.0,163,536
1,114,4.524886877828054e-05,101,163.1321370309951,415,12.548625925461161,396,1026
1,113,0.00011764705882352942,411,0.0,25,0.0,53,602
1,112,4.524886877828054e-05,110,163.1321370309951,414,12.548625925461161,399,1035
1,111,8.403361344537814e-05,309,0.0,56,0.0,65,541
1,110,0.00011764705882352942,423,0.0,97,0.0,285,915
1,109,0.00014705882352941175,489,0.0,61,0.0,266,925
1,108,0.00011764705882352942,424,350.7340946166395,586,70.1468189233279,665,1783
1,107,0.00014705882352941175,488,122.34910277324633,393,30.587275693311582,549,1537
1,106,9.80392156862745e-05,356,0.0,78,0.0,33,573
1,105,4.524886877828054e-05,93,0.0,54,0.0,265,517
1,104,7.352941176470588e-05,265,0.0,52,0.0,283,704
1,103,7.352941176470588e-05,243,0.0,50,0.0,28,424
1,102,6.5359477124183e-05,226,0.0,49,0.0,27,404
1,101,8.403361344537814e-05,296,0.0,72,0.0,284,753
1,100,2.6737967914438505e-05,13,0.0,47,0.0,25,185
1,99,3.9215686274509805e-05,59,0.0,21,0.0,24,203
1,98,6.5359477124183e-05,210,244.69820554649266,517,27.188689505165847,533,1358
1,97,9.80392156862745e-05,351,146.8189233278956,403,24.469820554649267,512,1363
1,96,2.6737967914438505e-05,9,36.7047308319739,358,1.6683968559988136,347,810
1,95,2.6737967914438505e-05,11,293.6378466557912,550,13.347174847990509,410,1066
1,94,3.460207612456747e-05,54,0.0,22,0.0,147,317
1,93,0.00014705882352941175,466,0.0,12,0.0,146,717
1,92,4.201680672268907e-05,70,0.0,10,0.0,145,317
1,91,4.901960784313725e-05,138,489.3964110929853,665,40.783034257748774,598,1492
1,90,4.524886877828054e-05,111,0.0,7,0.0,143,351
1,89,5.347593582887701e-05,158,0.0,89,0.0,298,634
1,88,0.000588235294117647,710,0.0,4,0.0,139,941
1,87,0.000196078431372549,533,0.0,3,0.0,138,761
1,86,8.403361344537814e-05,293,244.69820554649266,509,34.95688650664181,565,1453
1,85,3.9215686274509805e-05,58,0.0,81,0.0,36,260
1,84,0.00011764705882352942,383,0.0,64,0.0,269,800
1,83,0.00011764705882352942,420,0.0,86,0.0,297,886
1,82,9.80392156862745e-05,349,53.01794453507341,362,8.8363240891789,374,1167
1,81,8.403361344537814e-05,298,130.50570962479608,400,18.643672803542295,459,1238
1,80,0.00011764705882352942,403,0.0,55,0.0,21,559
1,79,0.00014705882352941175,486,73.4094616639478,372,18.35236541598695,456,1393
1,78,0.00014705882352941175,479,73.4094616639478,373,18.35236541598695,457,1387
1,77,4.901960784313725e-05,122,0.0,299,0.0,336,834
1,76,3.0959752321981425e-05,36,0.0,199,0.0,331,642
1,75,0.00011764705882352942,377,0.0,71,0.0,329,852
1,74,0.00014705882352941175,494,309.9510603588907,575,77.48776508972267,685,1828
1,73,6.5359477124183e-05,217,0.0,74,0.0,12,376
1,72,7.352941176470588e-05,249,407.8303425774878,599,50.97879282218597,632,1552
1,71,2.1786492374727668e-05,4,191.68026101141925,466,7.09926892634886,369,910
1,70,4.524886877828054e-05,94,0.0,139,0.0,88,391
1,69,4.524886877828054e-05,117,0.0,65,0.0,274,525
1,68,7.352941176470588e-05,264,0.0,95,0.0,7,434
1,67,8.403361344537814e-05,280,0.0,94,0.0,6,447
1,66,8.403361344537814e-05,302,244.69820554649266,503,34.95688650664181,563,1434
1,65,0.0002941176470588235,633,0.0,91,0.0,3,792
